Name,SMILES,HOMO /eV,LUMO /eV,EG /eV,SA Score,Planarity,Linker Type,Fragment Functional Group,Eumelanin Type,Eumelanin Func Type,Eumelanin Bonded Type,Eumelanin Linker Type
0_170_imine_B,COc1cc2cc[nH]c2c(N=CC2:c(C=O)ncc3nonc:23)c1OC,-5.414416,-3.428243,1.986173,3.491527951002122,0.9308838181773085,Imine,carbonyl,DHI,Unmethlyated,7 - DHI,imine
0_171_imine_B,COc1cc2cc[nH]c2c(N=CC2:c(S(=O)(=O)O)ncc3nonc:23)c1OC,-5.825578,-3.852523,1.973055,3.4967500957824296,0.8114589885857139,Imine,Sulfonic Acid,DHI,Unmethlyated,7 - DHI,imine
0_172_imine_B,COc1cc2cc[nH]c2c(N=CC2:c(C(F)(F)F)ncc3nonc:23)c1OC,-5.494333,-3.329284,2.165049,3.4139781386256622,0.9568057401884174,Imine,Trifloro,DHI,Unmethlyated,7 - DHI,imine
0_173_imine_B,COc1cc2cc[nH]c2c(N=CC2:c(F)ncc3nonc:23)c1OC,-5.378306,-3.174894,2.203412,3.391855082330488,0.9755973662323708,Imine,F,DHI,Unmethlyated,7 - DHI,imine
0_174_imine_B,COc1cc2cc[nH]c2c(N=CC2:c(O)ncc3nonc:23)c1OC,-5.465078,-2.954136,2.510943,3.444516620792028,0.8802832174200375,Imine,OH,DHI,Unmethlyated,7 - DHI,imine
0_175_imine_B,COc1cc2cc[nH]c2c(N=CC2:c(S)ncc3nonc:23)c1OC,-5.453861,-3.062001,2.39186,3.556307005407411,0.8351442910077221,Imine,SH,DHI,Unmethlyated,7 - DHI,imine
0_176_imine_B,COc1cc2cc[nH]c2c(N=CC2:c(Br)ncc3nonc:23)c1OC,-5.4366,-3.241149,2.195452,3.4419012361766423,0.9578042230169136,Imine,Br,DHI,Unmethlyated,7 - DHI,imine
0_177_imine_B,COc1cc2cc[nH]c2c(N=CC2:cncc3nonc:23)c1OC,-5.411799,-3.035728,2.376071,3.285276760033973,0.9373538283514712,Imine,none,DHI,Unmethlyated,7 - DHI,imine
0_178_imine_B,COc1cc2cc[nH]c2c(N=CC2:c(C)ncc3nonc:23)c1OC,-5.379269,-2.944127,2.435142,3.310049313099719,0.9542246459467763,Imine,methyl,DHI,Unmethlyated,7 - DHI,imine
0_179_imine_B,COc1cc2cc[nH]c2c(N=CC2:c(C#N)ncc3nonc:23)c1OC,-5.531147,-3.488148,2.042999,3.43680425869443,0.9887935762790364,Imine,cyanide,DHI,Unmethlyated,7 - DHI,imine
0_180_imine_B,COc1cc2cc[nH]c2c(N=CC2:nc(OC(C)=O)cc3nonc:23)c1OC,-5.545997,-3.122952,2.423045,3.467111198508817,0.9631790504017596,Imine,Acetate,DHI,Unmethlyated,7 - DHI,imine
0_181_imine_B,COc1cc2cc[nH]c2c(N=CC2:nc(NC(C)=O)cc3nonc:23)c1OC,-5.502068,-2.967947,2.534122,3.3729556215857395,0.9749866367951071,Imine,Amide,DHI,Unmethlyated,7 - DHI,imine
0_182_imine_B,CNc1cc2nonc2:C(C=Nc2c(OC)c(OC)cc3cc[nH]c23):n1,-5.345578,-2.685483,2.660095,3.442082412540583,0.9751756602829474,Imine,Amine,DHI,Unmethlyated,7 - DHI,imine
0_183_imine_B,COc1cc2nonc2:C(C=Nc2c(OC)c(OC)cc3cc[nH]c23):n1,-5.459103,-2.975779,2.483323,3.379001181771353,0.9804166361340021,Imine,Methoxy,DHI,Unmethlyated,7 - DHI,imine
0_184_imine_B,COc1cc2cc[nH]c2c(N=CC2:nc(C=O)cc3nonc:23)c1OC,-5.582447,-3.371453,2.210994,3.526217181771353,0.9802198969968617,Imine,carbonyl,DHI,Unmethlyated,7 - DHI,imine
0_185_imine_B,COc1cc2cc[nH]c2c(N=CC2:nc(S(=O)(=O)O)cc3nonc:23)c1OC,-5.814605,-3.637844,2.176761,3.559650193153412,0.9447715997211666,Imine,Sulfonic Acid,DHI,Unmethlyated,7 - DHI,imine
0_186_imine_B,COc1cc2cc[nH]c2c(N=CC2:nc(C(F)(F)F)cc3nonc:23)c1OC,-5.655386,-3.332815,2.322571,3.45308738886909,0.984588247967707,Imine,Trifloro,DHI,Unmethlyated,7 - DHI,imine
0_187_imine_B,COc1cc2cc[nH]c2c(N=CC2:nc(F)cc3nonc:23)c1OC,-5.513216,-3.160946,2.352271,3.4769223900227963,0.9916237156993332,Imine,F,DHI,Unmethlyated,7 - DHI,imine
0_188_imine_B,COc1cc2cc[nH]c2c(N=CC2:nc(O)cc3nonc:23)c1OC,-5.514811,-3.021738,2.493073,3.485620466945873,0.9744328449469946,Imine,OH,DHI,Unmethlyated,7 - DHI,imine
0_189_imine_B,COc1cc2cc[nH]c2c(N=CC2:nc(S)cc3nonc:23)c1OC,-5.614421,-3.147481,2.466941,3.636128159253566,0.9771218176211977,Imine,SH,DHI,Unmethlyated,7 - DHI,imine
0_190_imine_B,COc1cc2cc[nH]c2c(N=CC2:nc(Br)cc3nonc:23)c1OC,-5.564492,-3.264244,2.300247,3.496807005407412,0.9853250969805092,Imine,Br,DHI,Unmethlyated,7 - DHI,imine
0_191_imine_B,COc1cc2cc[nH]c2c(N=CC2:nccc3nonc:23)c1OC,-5.383455,-2.985451,2.398004,3.263239617176831,0.9897650543274872,Imine,none,DHI,Unmethlyated,7 - DHI,imine
0_192_imine_B,COc1cc2cc[nH]c2c(N=CC2:nc(C)cc3nonc:23)c1OC,-5.345468,-2.915603,2.429865,3.3184262361766423,0.9894163536585985,Imine,methyl,DHI,Unmethlyated,7 - DHI,imine
0_193_imine_B,COc1cc2cc[nH]c2c(N=CC2:nc(C#N)cc3nonc:23)c1OC,-5.735754,-3.521027,2.214727,3.5249137971559685,0.9883716718829317,Imine,cyanide,DHI,Unmethlyated,7 - DHI,imine
0_194_imine_B,COc1cc2cc[nH]c2c(N=CC2:nncc3nonc:23)c1OC,-5.529232,-3.302297,2.226935,3.467933243550457,0.9832889116755786,Imine,none,DHI,Unmethlyated,7 - DHI,imine
0_195_imine_B,COc1cc2cc[nH]c2c(N=CC2:occ3ncc(OC(C)=O)nc:23)c1OC,-5.038511,-2.475936,2.562575,3.519299083124201,0.947852408195206,Imine,Acetate,DHI,Unmethlyated,7 - DHI,imine
0_196_imine_B,COc1cc2cc[nH]c2c(N=CC2:occ3ncc(NC(C)=O)nc:23)c1OC,-4.967802,-2.397038,2.570764,3.434240429278048,0.9352001733556853,Imine,Amide,DHI,Unmethlyated,7 - DHI,imine
0_197_imine_B,CNc1cnc2co:C(C=Nc3c(OC)c(OC)cc4cc[nH]c34):c2n1,-4.717183,-2.061284,2.655899,3.5118928740790443,0.9466138733092793,Imine,Amine,DHI,Unmethlyated,7 - DHI,imine
0_198_imine_B,COc1cnc2co:C(C=Nc3c(OC)c(OC)cc4cc[nH]c34):c2n1,-4.926578,-2.193471,2.733107,3.442322412540584,0.9495788508228028,Imine,Methoxy,DHI,Unmethlyated,7 - DHI,imine
0_199_imine_B,COc1cc2cc[nH]c2c(N=CC2:occ3ncc(C=O)nc:23)c1OC,-5.261862,-3.057362,2.204499,3.584714412540584,0.9652383439889995,Imine,carbonyl,DHI,Unmethlyated,7 - DHI,imine
0_200_imine_B,COc1cc2cc[nH]c2c(N=CC2:occ3ncc(S(=O)(=O)O)nc:23)c1OC,-5.252558,-3.090642,2.161916,3.669176775431893,0.9818623780258107,Imine,Sulfonic Acid,DHI,Unmethlyated,7 - DHI,imine
0_201_imine_B,COc1cc2cc[nH]c2c(N=CC2:occ3ncc(C(F)(F)F)nc:23)c1OC,-5.209692,-2.833855,2.375837,3.5166429877006378,0.9707771609358575,Imine,Trifloro,DHI,Unmethlyated,7 - DHI,imine
0_202_imine_B,COc1cc2cc[nH]c2c(N=CC2:occ3ncc(F)nc:23)c1OC,-5.084446,-2.571559,2.512888,3.578462774638181,0.9609700736074237,Imine,F,DHI,Unmethlyated,7 - DHI,imine
0_203_imine_B,COc1cc2cc[nH]c2c(N=CC2:occ3ncc(O)nc:23)c1OC,-4.967495,-2.313743,2.653752,3.645605082330488,0.9398812441905955,Imine,OH,DHI,Unmethlyated,7 - DHI,imine
0_204_imine_B,COc1cc2cc[nH]c2c(N=CC2:occ3ncc(S)nc:23)c1OC,-5.027955,-2.494013,2.533943,3.7697454669458734,0.9446307804650663,Imine,SH,DHI,Unmethlyated,7 - DHI,imine
0_205_imine_B,COc1cc2cc[nH]c2c(N=CC2:occ3ncc(Br)nc:23)c1OC,-5.149232,-2.709466,2.439766,3.563107005407412,0.9659618719697545,Imine,Br,DHI,Unmethlyated,7 - DHI,imine
0_206_imine_B,COc1cc2cc[nH]c2c(N=CC2:occ3nccnc:23)c1OC,-5.036062,-2.501911,2.534151,3.381719177616392,0.9602886951921351,Imine,none,DHI,Unmethlyated,7 - DHI,imine
0_207_imine_B,COc1cc2cc[nH]c2c(N=CC2:occ3ncc(C)nc:23)c1OC,-4.969994,-2.342393,2.6276,3.416999313099719,0.949838560770685,Imine,methyl,DHI,Unmethlyated,7 - DHI,imine
0_208_imine_B,COc1cc2cc[nH]c2c(N=CC2:occ3ncc(C#N)nc:23)c1OC,-5.308204,-3.142404,2.1658,3.575659027925199,0.9724933599427615,Imine,cyanide,DHI,Unmethlyated,7 - DHI,imine
0_209_imine_B,COc1cc2cc[nH]c2c(N=CC2:occ3nc(OC(C)=O)cnc:23)c1OC,-5.0534,-2.492704,2.560696,3.530628698508817,0.9554033981807926,Imine,Acetate,DHI,Unmethlyated,7 - DHI,imine
0_210_imine_B,COc1cc2cc[nH]c2c(N=CC2:occ3nc(NC(C)=O)cnc:23)c1OC,-4.979397,-2.396267,2.58313,3.4300398523549696,0.9582567785884162,Imine,Amide,DHI,Unmethlyated,7 - DHI,imine
0_211_imine_B,CNc1cnc2:C(C=Nc3c(OC)c(OC)cc4cc[nH]c34):occ2n1,-4.832903,-2.132554,2.70035,3.50741225869443,0.9592707563470284,Imine,Amine,DHI,Unmethlyated,7 - DHI,imine
0_212_imine_B,COc1cnc2:C(C=Nc3c(OC)c(OC)cc4cc[nH]c34):occ2n1,-4.96987,-2.257176,2.712694,3.454407335617506,0.9669273849683115,Imine,Methoxy,DHI,Unmethlyated,7 - DHI,imine
0_213_imine_B,COc1cc2cc[nH]c2c(N=CC2:occ3nc(C=O)cnc:23)c1OC,-5.191492,-2.987641,2.203852,3.5829107202328903,0.9618942752739503,Imine,carbonyl,DHI,Unmethlyated,7 - DHI,imine
0_214_imine_B,COc1cc2cc[nH]c2c(N=CC2:occ3nc(S(=O)(=O)O)cnc:23)c1OC,-5.358992,-3.208706,2.150286,3.6483514589761983,0.9607063839560122,Imine,Sulfonic Acid,DHI,Unmethlyated,7 - DHI,imine
0_215_imine_B,COc1cc2cc[nH]c2c(N=CC2:occ3nc(C(F)(F)F)cnc:23)c1OC,-5.197131,-2.823909,2.373222,3.530180670271232,0.9461583995974374,Imine,Trifloro,DHI,Unmethlyated,7 - DHI,imine
0_216_imine_B,COc1cc2cc[nH]c2c(N=CC2:occ3nc(F)cnc:23)c1OC,-5.139715,-2.619243,2.520472,3.589778159253565,0.9621975878748822,Imine,F,DHI,Unmethlyated,7 - DHI,imine
0_217_imine_B,COc1cc2cc[nH]c2c(N=CC2:occ3nc(O)cnc:23)c1OC,-5.016228,-2.367515,2.648713,3.640122390022796,0.9590854577700566,Imine,OH,DHI,Unmethlyated,7 - DHI,imine
0_218_imine_B,COc1cc2cc[nH]c2c(N=CC2:occ3nc(S)cnc:23)c1OC,-5.065784,-2.507152,2.558632,3.781060851561258,0.9570768474121889,Imine,SH,DHI,Unmethlyated,7 - DHI,imine
0_219_imine_B,COc1cc2cc[nH]c2c(N=CC2:occ3nc(Br)cnc:23)c1OC,-5.26612,-2.782955,2.483164,3.5802127746381807,0.9648717701524501,Imine,Br,DHI,Unmethlyated,7 - DHI,imine
0_220_imine_B,COc1cc2cc[nH]c2c(N=CC2:occ3nc(C)cnc:23)c1OC,-4.984768,-2.354933,2.629836,3.424480082330489,0.9566451805443149,Imine,methyl,DHI,Unmethlyated,7 - DHI,imine
0_221_imine_B,COc1cc2cc[nH]c2c(N=CC2:occ3nc(C#N)cnc:23)c1OC,-5.29109,-3.115298,2.175792,3.586521797155968,0.9635193374400965,Imine,cyanide,DHI,Unmethlyated,7 - DHI,imine
0_222_imine_B,COc1cc2cc[nH]c2c(N=CC2:scc3sc(=S)sc:23)c1OC,-5.293009,-2.348898,2.944111,3.625822770545202,0.9296574639129352,Imine,none,DHI,Unmethlyated,7 - DHI,imine
0_227_imine_B,COc1cc2cc[nH]c2c(N=CC2:cc(C=O)cc3c:2SCS3)c1OC,-5.294327,-2.027109,3.267219,3.61298825869443,0.8937787342038246,Imine,carbonyl,DHI,Unmethlyated,7 - DHI,imine
0_241_imine_B,COc1cc2cc[nH]c2c(N=CC2:c(C=O)ccc3c:2SCS3)c1OC,-5.23876,-2.019811,3.21895,3.605934104848276,0.9604558496589557,Imine,carbonyl,DHI,Unmethlyated,7 - DHI,imine
0_254_imine_B,COc1cc2cc[nH]c2c(N=CC2:cccc3ccc(C=O)cc:23)c1OC,-5.219307,-2.191311,3.027997,2.807899926335063,0.873123338174504,Imine,carbonyl,DHI,Unmethlyated,7 - DHI,imine
0_255_imine_B,COc1cc2cc[nH]c2c(N=CC2:cccc3ccc(S(=O)(=O)O)cc:23)c1OC,-5.194932,-2.150686,3.044246,2.808709762046554,0.8482625470079571,Imine,Sulfonic Acid,DHI,Unmethlyated,7 - DHI,imine
0_263_imine_B,COc1cc2cc[nH]c2c(N=CC2:cccc3ccc(C#N)cc:23)c1OC,-5.240025,-2.205594,3.034431,2.7869886837315114,0.8883652109652675,Imine,cyanide,DHI,Unmethlyated,7 - DHI,imine
0_268_imine_B,COc1cc2cc[nH]c2c(N=CC2:cccc3cc(C=O)ccc:23)c1OC,-5.196303,-2.14976,3.046543,2.7853164943824,0.862551119096379,Imine,carbonyl,DHI,Unmethlyated,7 - DHI,imine
0_269_imine_B,COc1cc2cc[nH]c2c(N=CC2:cccc3cc(S(=O)(=O)O)ccc:23)c1OC,-5.271572,-2.167846,3.103726,2.7859142648608124,0.8644979596047403,Imine,Sulfonic Acid,DHI,Unmethlyated,7 - DHI,imine
0_276_imine_B,COc1cc2cc[nH]c2c(N=CC2:cccc3cc(C#N)ccc:23)c1OC,-5.270925,-2.180314,3.090611,2.7694786245599143,0.8801999684855129,Imine,cyanide,DHI,Unmethlyated,7 - DHI,imine
0_282_imine_B,COc1cc2cc[nH]c2c(N=CC2:c(C=O)ccc3ccccc:23)c1OC,-5.174686,-2.099301,3.075385,2.835001109767015,0.9599495673104816,Imine,carbonyl,DHI,Unmethlyated,7 - DHI,imine
0_283_imine_B,COc1cc2cc[nH]c2c(N=CC2:c(S(=O)(=O)O)ccc3ccccc:23)c1OC,-5.378902,-2.510675,2.868226,2.866772426211657,0.5520031261006793,Imine,Sulfonic Acid,DHI,Unmethlyated,7 - DHI,imine
0_290_imine_B,COc1cc2cc[nH]c2c(N=CC2:c(C#N)ccc3ccccc:23)c1OC,-5.095431,-2.307478,2.787953,2.828624778406068,0.8936197839767588,Imine,cyanide,DHI,Unmethlyated,7 - DHI,imine
0_295_imine_B,COc1cc2cc[nH]c2c(N=CC2:cc(C=O)cc3ccccc:23)c1OC,-5.200647,-2.175183,3.025465,2.8309235949741165,0.867721335829951,Imine,carbonyl,DHI,Unmethlyated,7 - DHI,imine
0_296_imine_B,COc1cc2cc[nH]c2c(N=CC2:cc(S(=O)(=O)O)cc3ccccc:23)c1OC,-5.233774,-2.186702,3.047072,2.841119893378636,0.9106902707849357,Imine,Sulfonic Acid,DHI,Unmethlyated,7 - DHI,imine
0_303_imine_B,COc1cc2cc[nH]c2c(N=CC2:cc(C#N)cc3ccccc:23)c1OC,-5.266648,-2.203691,3.062957,2.8227383878735246,0.8944153181686856,Imine,cyanide,DHI,Unmethlyated,7 - DHI,imine
0_304_imine_B,COc1cc2cc[nH]c2c(N=CC2:cccc3nc(OC(C)=O)cnc:23)c1OC,-5.091154,-2.218985,2.872169,3.06391811892623,0.8621269863348519,Imine,Acetate,DHI,Unmethlyated,7 - DHI,imine
0_305_imine_B,COc1cc2cc[nH]c2c(N=CC2:cccc3nc(NC(C)=O)cnc:23)c1OC,-5.031859,-2.129965,2.901894,2.966965014199632,0.8722303853127223,Imine,Amide,DHI,Unmethlyated,7 - DHI,imine
0_308_imine_B,COc1cc2cc[nH]c2c(N=CC2:cccc3nc(C=O)cnc:23)c1OC,-5.215236,-2.719949,2.495286,3.079495784323229,0.890818680431785,Imine,carbonyl,DHI,Unmethlyated,7 - DHI,imine
0_309_imine_B,COc1cc2cc[nH]c2c(N=CC2:cccc3nc(S(=O)(=O)O)cnc:23)c1OC,-5.358039,-2.933389,2.424651,3.171271300508092,0.8824816107169303,Imine,Sulfonic Acid,DHI,Unmethlyated,7 - DHI,imine
0_310_imine_B,COc1cc2cc[nH]c2c(N=CC2:cccc3nc(C(F)(F)F)cnc:23)c1OC,-5.312098,-2.617329,2.694769,3.057423833341113,0.8821416508855666,Imine,Trifloro,DHI,Unmethlyated,7 - DHI,imine
0_311_imine_B,COc1cc2cc[nH]c2c(N=CC2:cccc3nc(F)cnc:23)c1OC,-5.163067,-2.332845,2.830222,3.0632977971559683,0.8779099818442037,Imine,F,DHI,Unmethlyated,7 - DHI,imine
0_312_imine_B,COc1cc2cc[nH]c2c(N=CC2:cccc3nc(O)cnc:23)c1OC,-5.064515,-2.104155,2.96036,3.111628258694431,0.8737020415087023,Imine,OH,DHI,Unmethlyated,7 - DHI,imine
0_313_imine_B,COc1cc2cc[nH]c2c(N=CC2:cccc3nc(S)cnc:23)c1OC,-5.113463,-2.235748,2.877715,3.2469291817713524,0.8831870330805236,Imine,SH,DHI,Unmethlyated,7 - DHI,imine
0_314_imine_B,COc1cc2cc[nH]c2c(N=CC2:cccc3nc(Br)cnc:23)c1OC,-5.201842,-2.44733,2.754512,3.0541150279251994,0.8691379208588965,Imine,Br,DHI,Unmethlyated,7 - DHI,imine
0_315_imine_B,COc1cc2cc[nH]c2c(N=CC2:cccc3nccnc:23)c1OC,-5.090134,-2.205483,2.88465,2.8448729432367053,0.8759955647238611,Imine,none,DHI,Unmethlyated,7 - DHI,imine
0_316_imine_B,COc1cc2cc[nH]c2c(N=CC2:cccc3nc(C)cnc:23)c1OC,-5.048582,-2.080416,2.968166,2.904611643309813,0.8713190760820102,Imine,methyl,DHI,Unmethlyated,7 - DHI,imine
0_317_imine_B,COc1cc2cc[nH]c2c(N=CC2:cccc3nc(C#N)cnc:23)c1OC,-5.302841,-2.812864,2.489976,3.082967973672341,0.8944989937966789,Imine,cyanide,DHI,Unmethlyated,7 - DHI,imine
0_318_imine_B,COc1cc2cc[nH]c2c(N=CC2:cccc3ncc(OC(C)=O)nc:23)c1OC,-5.108089,-2.210984,2.897105,3.047017470177389,0.8771950068844172,Imine,Acetate,DHI,Unmethlyated,7 - DHI,imine
0_319_imine_B,COc1cc2cc[nH]c2c(N=CC2:cccc3ncc(NC(C)=O)nc:23)c1OC,-5.109515,-2.147683,2.961832,2.9650332255063976,0.858159800060487,Imine,Amide,DHI,Unmethlyated,7 - DHI,imine
0_322_imine_B,COc1cc2cc[nH]c2c(N=CC2:cccc3ncc(C=O)nc:23)c1OC,-5.252524,-2.763385,2.48914,3.074866198524412,0.8844294984014714,Imine,carbonyl,DHI,Unmethlyated,7 - DHI,imine
0_323_imine_B,COc1cc2cc[nH]c2c(N=CC2:cccc3ncc(S(=O)(=O)O)nc:23)c1OC,-5.398854,-2.904897,2.493957,3.185281244222913,0.8773382241206015,Imine,Sulfonic Acid,DHI,Unmethlyated,7 - DHI,imine
0_324_imine_B,COc1cc2cc[nH]c2c(N=CC2:cccc3ncc(C(F)(F)F)nc:23)c1OC,-5.200838,-2.541096,2.659742,3.0383279609208493,0.8704326616642432,Imine,Trifloro,DHI,Unmethlyated,7 - DHI,imine
0_325_imine_B,COc1cc2cc[nH]c2c(N=CC2:cccc3ncc(F)nc:23)c1OC,-5.137316,-2.302348,2.834968,3.045816566386737,0.8896817873951779,Imine,F,DHI,Unmethlyated,7 - DHI,imine
0_326_imine_B,COc1cc2cc[nH]c2c(N=CC2:cccc3ncc(O)nc:23)c1OC,-5.091224,-2.091103,3.000121,3.110273181771353,0.8576012500314641,Imine,OH,DHI,Unmethlyated,7 - DHI,imine
0_327_imine_B,COc1cc2cc[nH]c2c(N=CC2:cccc3ncc(S)nc:23)c1OC,-5.216334,-2.289675,2.926659,3.229447951002122,0.8834510790383439,Imine,SH,DHI,Unmethlyated,7 - DHI,imine
0_328_imine_B,COc1cc2cc[nH]c2c(N=CC2:cccc3ncc(Br)nc:23)c1OC,-5.175204,-2.426592,2.748612,3.0310750279251986,0.8834086261100291,Imine,Br,DHI,Unmethlyated,7 - DHI,imine
0_329_imine_B,COc1cc2cc[nH]c2c(N=CC2:cccc3ncc(C)nc:23)c1OC,-5.049748,-2.075715,2.974034,2.8908116433098137,0.8612945514671753,Imine,methyl,DHI,Unmethlyated,7 - DHI,imine
0_330_imine_B,COc1cc2cc[nH]c2c(N=CC2:cccc3ncc(C#N)nc:23)c1OC,-5.280681,-2.822555,2.458126,3.0661590979326965,0.9207459799944296,Imine,cyanide,DHI,Unmethlyated,7 - DHI,imine
0_331_imine_B,COc1cc2cc[nH]c2c(N=CC2:cc(OC(C)=O)cc3nccnc:23)c1OC,-5.07744,-2.246316,2.831125,3.0568665897325307,0.8760129867679682,Imine,Acetate,DHI,Unmethlyated,7 - DHI,imine
0_332_imine_B,COc1cc2cc[nH]c2c(N=CC2:cc(NC(C)=O)cc3nccnc:23)c1OC,-5.152218,-2.171425,2.980793,3.015182993810382,0.8420771756634139,Imine,Amide,DHI,Unmethlyated,7 - DHI,imine
0_334_imine_B,COc1c:C(C=Nc2c(OC)c(OC)cc3cc[nH]c23):c2nccnc2c1,-5.108651,-2.156866,2.951784,2.9625188612463056,0.8866490076261578,Imine,Methoxy,DHI,Unmethlyated,7 - DHI,imine
0_335_imine_B,COc1cc2cc[nH]c2c(N=CC2:cc(C=O)cc3nccnc:23)c1OC,-5.250333,-2.688764,2.56157,3.138856731068791,0.8859148096783014,Imine,carbonyl,DHI,Unmethlyated,7 - DHI,imine
0_336_imine_B,COc1cc2cc[nH]c2c(N=CC2:cc(S(=O)(=O)O)cc3nccnc:23)c1OC,-5.280961,-2.70341,2.577551,3.125276741408654,0.9307902623892341,Imine,Sulfonic Acid,DHI,Unmethlyated,7 - DHI,imine
0_337_imine_B,COc1cc2cc[nH]c2c(N=CC2:cc(C(F)(F)F)cc3nccnc:23)c1OC,-5.316222,-2.564983,2.751239,3.0752296494761966,0.8931843644435533,Imine,Trifloro,DHI,Unmethlyated,7 - DHI,imine
0_338_imine_B,COc1cc2cc[nH]c2c(N=CC2:cc(F)cc3nccnc:23)c1OC,-5.288757,-2.401835,2.886922,3.0166750279252,0.9193137798281871,Imine,F,DHI,Unmethlyated,7 - DHI,imine
0_339_imine_B,COc1cc2cc[nH]c2c(N=CC2:cc(O)cc3nccnc:23)c1OC,-5.153192,-2.188892,2.9643,3.0864781048482754,0.8567046708728657,Imine,OH,DHI,Unmethlyated,7 - DHI,imine
0_340_imine_B,COc1cc2cc[nH]c2c(N=CC2:cc(S)cc3nccnc:23)c1OC,-5.176938,-2.299597,2.87734,3.301922412540584,0.8657549473895824,Imine,SH,DHI,Unmethlyated,7 - DHI,imine
0_341_imine_B,COc1cc2cc[nH]c2c(N=CC2:cc(Br)cc3nccnc:23)c1OC,-5.214587,-2.444205,2.770382,3.033908874079044,0.8933282293747119,Imine,Br,DHI,Unmethlyated,7 - DHI,imine
0_342_imine_B,COc1cc2cc[nH]c2c(N=CC2:cc(C)cc3nccnc:23)c1OC,-5.072336,-2.122059,2.950278,2.9853827202328915,0.870491082516253,Imine,methyl,DHI,Unmethlyated,7 - DHI,imine
0_343_imine_B,COc1cc2cc[nH]c2c(N=CC2:cc(C#N)cc3nccnc:23)c1OC,-5.315701,-2.730449,2.585252,3.122143713317312,0.9153933108298212,Imine,cyanide,DHI,Unmethlyated,7 - DHI,imine
0_344_imine_B,COc1cc2cc[nH]c2c(N=CC2:c(OC(C)=O)ccc3nccnc:23)c1OC,-5.147897,-2.371968,2.775929,3.0385112607241904,0.7188444658597342,Imine,Acetate,DHI,Unmethlyated,7 - DHI,imine
0_345_imine_B,COc1cc2cc[nH]c2c(N=CC2:c(NC(C)=O)ccc3nccnc:23)c1OC,-5.360658,-2.297968,3.062689,3.054549444227435,0.7900130720506501,Imine,Amide,DHI,Unmethlyated,7 - DHI,imine
0_347_imine_B,COc1cc2cc[nH]c2c(N=CC2:c(OC)ccc3nccnc:23)c1OC,-5.035373,-2.183714,2.851659,2.959165606808435,0.8606950951084826,Imine,Methoxy,DHI,Unmethlyated,7 - DHI,imine
0_348_imine_B,COc1cc2cc[nH]c2c(N=CC2:c(C=O)ccc3nccnc:23)c1OC,-5.249371,-2.517672,2.7317,3.1248490387610985,0.9625625005366824,Imine,carbonyl,DHI,Unmethlyated,7 - DHI,imine
0_349_imine_B,COc1cc2cc[nH]c2c(N=CC2:c(S(=O)(=O)O)ccc3nccnc:23)c1OC,-5.414829,-3.003926,2.410903,3.1424814318401744,0.6915761572086071,Imine,Sulfonic Acid,DHI,Unmethlyated,7 - DHI,imine
0_350_imine_B,COc1cc2cc[nH]c2c(N=CC2:c(C(F)(F)F)ccc3nccnc:23)c1OC,-5.158114,-2.512826,2.645288,3.119197942159124,0.8367876288731055,Imine,Trifloro,DHI,Unmethlyated,7 - DHI,imine
0_351_imine_B,COc1cc2cc[nH]c2c(N=CC2:c(F)ccc3nccnc:23)c1OC,-5.078136,-2.280092,2.798044,3.000124258694429,0.9538724888366885,Imine,F,DHI,Unmethlyated,7 - DHI,imine
0_352_imine_B,COc1cc2cc[nH]c2c(N=CC2:c(O)ccc3nccnc:23)c1OC,-5.307233,-2.16676,3.140473,3.036367951002122,0.8475322588075492,Imine,OH,DHI,Unmethlyated,7 - DHI,imine
0_353_imine_B,COc1cc2cc[nH]c2c(N=CC2:c(S)ccc3nccnc:23)c1OC,-5.227024,-2.254557,2.972467,3.223080566386738,0.7895536743910936,Imine,SH,DHI,Unmethlyated,7 - DHI,imine
0_354_imine_B,COc1cc2cc[nH]c2c(N=CC2:c(Br)ccc3nccnc:23)c1OC,-5.158771,-2.377514,2.781257,3.067185797155968,0.8739502841866468,Imine,Br,DHI,Unmethlyated,7 - DHI,imine
0_355_imine_B,COc1cc2cc[nH]c2c(N=CC2:c(C)ccc3nccnc:23)c1OC,-5.127915,-2.200773,2.927142,2.990823335617506,0.7850945052529579,Imine,methyl,DHI,Unmethlyated,7 - DHI,imine
0_356_imine_B,COc1cc2cc[nH]c2c(N=CC2:c(C#N)ccc3nccnc:23)c1OC,-5.175554,-2.759799,2.415755,3.1184727074001524,0.9800167443950021,Imine,cyanide,DHI,Unmethlyated,7 - DHI,imine
0_29_thio_B,COc1cc(C2:c(OC(C)=O)ccc3nsnc:23)sc1-c1c(OC)c(OC)cc2cc[nH]c12,-4.98152,-2.483871,2.497649,3.176182943925125,0.786253178771622,Thiophene,Acetate,DHI,Unmethlyated,7 - DHI,thio
0_30_thio_B,COc1cc(C2:c(NC(C)=O)ccc3nsnc:23)sc1-c1c(OC)c(OC)cc2cc[nH]c12,-5.10601,-2.349606,2.756404,3.143781470930035,0.5597277822684268,Thiophene,Amide,DHI,Unmethlyated,7 - DHI,thio
0_31_thio_B,CNc1ccc2nsnc2:C:1c1cc(OC)c(-c2c(OC)c(OC)cc3cc[nH]c23)s1,-4.760867,-2.085514,2.675353,3.1956679214070647,0.6207120751444448,Thiophene,Amine,DHI,Unmethlyated,7 - DHI,thio
