Name,SMILES,HOMO /eV,LUMO /eV,EG /eV,SA Score,Planarity,Linker Type,Fragment Functional Group,Eumelanin Type,Eumelanin Func Type,Eumelanin Bonded Type,Eumelanin Linker Type
2_77_double_A,COc1cc2[nH]ccc2c(C=CC2:nc(F)cc3nsnc:23)c1OC,-5.259544,-2.652692,2.606853,3.293108928484335,0.9835456146836757,Double,F,DHI,Unmethlyated,4 - DHI,double
2_78_double_A,COc1cc2[nH]ccc2c(C=CC2:nc(O)cc3nsnc:23)c1OC,-5.213485,-2.496364,2.71712,3.301807005407412,0.9821878756280336,Double,OH,DHI,Unmethlyated,4 - DHI,double
2_79_double_A,COc1cc2[nH]ccc2c(C=CC2:nc(S)cc3nsnc:23)c1OC,-5.24202,-2.590352,2.651668,3.452314697715104,0.9810546136694783,Double,SH,DHI,Unmethlyated,4 - DHI,double
2_80_double_A,COc1cc2[nH]ccc2c(C=CC2:nc(Br)cc3nsnc:23)c1OC,-5.295949,-2.765758,2.530191,3.3129935438689486,0.9835885035293486,Double,Br,DHI,Unmethlyated,4 - DHI,double
2_81_double_A,COc1cc2[nH]ccc2c(C=CC2:nccc3nsnc:23)c1OC,-5.146833,-2.49767,2.649163,3.0722853314625453,0.9790943884774636,Double,none,DHI,Unmethlyated,4 - DHI,double
2_82_double_A,COc1cc2[nH]ccc2c(C=CC2:nc(C)cc3nsnc:23)c1OC,-5.115084,-2.446018,2.669066,3.13461277463818,0.9818029244789733,Double,methyl,DHI,Unmethlyated,4 - DHI,double
2_83_double_A,COc1cc2[nH]ccc2c(C=CC2:nc(C#N)cc3nsnc:23)c1OC,-5.373418,-2.97145,2.401968,3.3484528740790447,0.9831182514901973,Double,cyanide,DHI,Unmethlyated,4 - DHI,double
2_84_double_A,COc1cc2[nH]ccc2c(C=CC2:nncc3nsnc:23)c1OC,-5.258401,-2.828577,2.429824,3.285385551242765,0.9790966806740873,Double,none,DHI,Unmethlyated,4 - DHI,double
2_85_double_A,COc1cc2[nH]ccc2c(C=CC2:scc3ncc(OC(C)=O)nc:23)c1OC,-4.849661,-2.205579,2.644082,3.267423698508818,0.9741744300833037,Double,Acetate,DHI,Unmethlyated,4 - DHI,double
2_86_double_A,COc1cc2[nH]ccc2c(C=CC2:scc3ncc(NC(C)=O)nc:23)c1OC,-4.816077,-2.149588,2.666489,3.182365044662664,0.9597153154774336,Double,Amide,DHI,Unmethlyated,4 - DHI,double
2_87_double_A,CNc1cnc2cs:C(C=Cc3c(OC)c(OC)cc4[nH]ccc34):c2n1,-4.521636,-1.825214,2.696422,3.243225797155969,0.9625604657536732,Double,Amine,DHI,Unmethlyated,4 - DHI,double
2_88_double_A,COc1cnc2cs:C(C=Cc3c(OC)c(OC)cc4[nH]ccc34):c2n1,-4.761427,-1.945129,2.816298,3.1736553356175072,0.9614144048524397,Double,Methoxy,DHI,Unmethlyated,4 - DHI,double
2_89_double_A,COc1cc2[nH]ccc2c(C=CC2:scc3ncc(C=O)nc:23)c1OC,-5.07358,-2.750952,2.322628,3.3160473356175064,0.9723596111073877,Double,carbonyl,DHI,Unmethlyated,4 - DHI,double
2_90_double_A,COc1cc2[nH]ccc2c(C=CC2:scc3ncc(S(=O)(=O)O)nc:23)c1OC,-5.343666,-2.647948,2.695717,3.4141130948087195,0.42004992355279613,Double,Sulfonic Acid,DHI,Unmethlyated,4 - DHI,double
2_91_double_A,COc1cc2[nH]ccc2c(C=CC2:scc3ncc(C(F)(F)F)nc:23)c1OC,-5.121403,-2.595508,2.525895,3.2615793070774632,0.9692581940979303,Double,Trifloro,DHI,Unmethlyated,4 - DHI,double
2_92_double_A,COc1cc2[nH]ccc2c(C=CC2:scc3ncc(F)nc:23)c1OC,-4.873231,-2.275044,2.598187,3.2986012361766424,0.9738643782018268,Double,F,DHI,Unmethlyated,4 - DHI,double
2_93_double_A,COc1cc2[nH]ccc2c(C=CC2:scc3ncc(O)nc:23)c1OC,-4.797814,-2.051708,2.746106,3.36574354386895,0.9600980516206857,Double,OH,DHI,Unmethlyated,4 - DHI,double
2_94_double_A,COc1cc2[nH]ccc2c(C=CC2:scc3ncc(S)nc:23)c1OC,-4.858051,-2.222302,2.635749,3.4898839284843355,0.9572732545107825,Double,SH,DHI,Unmethlyated,4 - DHI,double
2_95_double_A,COc1cc2[nH]ccc2c(C=CC2:scc3ncc(Br)nc:23)c1OC,-4.945033,-2.421579,2.523454,3.283245466945873,0.9731962329011109,Double,Br,DHI,Unmethlyated,4 - DHI,double
2_96_double_A,COc1cc2[nH]ccc2c(C=CC2:scc3nccnc:23)c1OC,-4.916294,-2.277596,2.638698,3.0938615951988098,0.9783154822959471,Double,none,DHI,Unmethlyated,4 - DHI,double
2_97_double_A,COc1cc2[nH]ccc2c(C=CC2:scc3ncc(C)nc:23)c1OC,-4.764665,-2.062692,2.701974,3.1371377746381803,0.9665383599689913,Double,methyl,DHI,Unmethlyated,4 - DHI,double
2_98_double_A,COc1cc2[nH]ccc2c(C=CC2:scc3ncc(C#N)nc:23)c1OC,-5.081847,-2.81342,2.268427,3.306991951002124,0.9795125061612644,Double,cyanide,DHI,Unmethlyated,4 - DHI,double
2_99_double_A,COc1cc2[nH]ccc2c(C=CC2:scc3nc(OC(C)=O)cnc:23)c1OC,-4.84978,-2.210094,2.639685,3.278753313893434,0.9739961895948723,Double,Acetate,DHI,Unmethlyated,4 - DHI,double
2_100_double_A,COc1cc2[nH]ccc2c(C=CC2:scc3nc(NC(C)=O)cnc:23)c1OC,-4.752274,-2.117088,2.635185,3.1781644677395864,0.9718951442193805,Double,Amide,DHI,Unmethlyated,4 - DHI,double
2_101_double_A,CNc1cnc2:C(C=Cc3c(OC)c(OC)cc4[nH]ccc34):scc2n1,-4.600935,-1.870643,2.730292,3.2387451817713533,0.9708419613680562,Double,Amine,DHI,Unmethlyated,4 - DHI,double
2_102_double_A,COc1cnc2:C(C=Cc3c(OC)c(OC)cc4[nH]ccc34):scc2n1,-4.753399,-1.982085,2.771313,3.1857402586944303,0.9704714764508576,Double,Methoxy,DHI,Unmethlyated,4 - DHI,double
2_103_double_A,COc1cc2[nH]ccc2c(C=CC2:scc3nc(C=O)cnc:23)c1OC,-4.992821,-2.685102,2.307719,3.3142436433098155,0.9704168804612296,Double,carbonyl,DHI,Unmethlyated,4 - DHI,double
2_104_double_A,COc1cc2[nH]ccc2c(C=CC2:scc3nc(S(=O)(=O)O)cnc:23)c1OC,-5.35404,-3.037537,2.316503,3.393287778353024,0.9814119420002825,Double,Sulfonic Acid,DHI,Unmethlyated,4 - DHI,double
2_105_double_A,COc1cc2[nH]ccc2c(C=CC2:scc3nc(C(F)(F)F)cnc:23)c1OC,-5.113207,-2.592236,2.520971,3.2751169896480574,0.9777309287181153,Double,Trifloro,DHI,Unmethlyated,4 - DHI,double
2_106_double_A,COc1cc2[nH]ccc2c(C=CC2:scc3nc(F)cnc:23)c1OC,-4.935735,-2.314896,2.620839,3.309916620792027,0.9722372984716374,Double,F,DHI,Unmethlyated,4 - DHI,double
2_107_double_A,COc1cc2[nH]ccc2c(C=CC2:scc3nc(O)cnc:23)c1OC,-4.799322,-2.082333,2.716988,3.360260851561258,0.9704162221679562,Double,OH,DHI,Unmethlyated,4 - DHI,double
2_108_double_A,COc1cc2[nH]ccc2c(C=CC2:scc3nc(S)cnc:23)c1OC,-4.863835,-2.224077,2.639759,3.50119931309972,0.9692716652792733,Double,SH,DHI,Unmethlyated,4 - DHI,double
2_109_double_A,COc1cc2[nH]ccc2c(C=CC2:scc3nc(Br)cnc:23)c1OC,-4.997055,-2.438962,2.558093,3.300351236176642,0.9706375150311555,Double,Br,DHI,Unmethlyated,4 - DHI,double
2_110_double_A,COc1cc2[nH]ccc2c(C=CC2:scc3nc(C)cnc:23)c1OC,-4.767235,-2.067203,2.700032,3.144618543868951,0.9692678163449665,Double,methyl,DHI,Unmethlyated,4 - DHI,double
2_111_double_A,COc1cc2[nH]ccc2c(C=CC2:scc3nc(C#N)cnc:23)c1OC,-5.107521,-2.799256,2.308265,3.3178547202328907,0.971815304991561,Double,cyanide,DHI,Unmethlyated,4 - DHI,double
2_139_double_A,COc1cc2[nH]ccc2c(C=CC2:c(OC(C)=O)ccc3nonc:23)c1OC,-5.214771,-2.342279,2.872492,2.9850244677395867,0.9185636724985728,Double,Acetate,DHI,Unmethlyated,4 - DHI,double
2_140_double_A,COc1cc2[nH]ccc2c(C=CC2:c(NC(C)=O)ccc3nonc:23)c1OC,-5.389136,-2.09446,3.294676,3.0016640831242025,0.3743632879328238,Double,Amide,DHI,Unmethlyated,4 - DHI,double
2_141_double_A,CNc1ccc2nonc2:C:1C=Cc1c(OC)c(OC)cc2[nH]ccc12,-5.041322,-1.889647,3.151675,3.0529907202328923,0.6980896376200875,Double,Amine,DHI,Unmethlyated,4 - DHI,double
2_142_double_A,COc1cc2[nH]ccc2c(C=CC2:c(OC)ccc3nonc:23)c1OC,-5.073366,-2.219803,2.853563,2.9039064125405822,0.9279185162288459,Double,Methoxy,DHI,Unmethlyated,4 - DHI,double
2_143_double_A,COc1cc2[nH]ccc2c(C=CC2:c(C=O)ccc3nonc:23)c1OC,-5.424502,-2.711869,2.712633,3.0762171817713533,0.7984704583588952,Double,carbonyl,DHI,Unmethlyated,4 - DHI,double
2_144_double_A,COc1cc2[nH]ccc2c(C=CC2:c(S(=O)(=O)O)ccc3nonc:23)c1OC,-5.577561,-2.827857,2.749704,3.0926509721212803,0.5858379752234456,Double,Sulfonic Acid,DHI,Unmethlyated,4 - DHI,double
2_145_double_A,COc1cc2[nH]ccc2c(C=CC2:c(C(F)(F)F)ccc3nonc:23)c1OC,-5.289206,-2.587415,2.701791,3.0684832992877844,0.8765465781805603,Double,Trifloro,DHI,Unmethlyated,4 - DHI,double
2_146_double_A,COc1cc2[nH]ccc2c(C=CC2:c(F)ccc3nonc:23)c1OC,-5.141717,-2.367753,2.773964,2.947033928484334,0.9819352336148782,Double,F,DHI,Unmethlyated,4 - DHI,double
2_147_double_A,COc1cc2[nH]ccc2c(C=CC2:c(O)ccc3nonc:23)c1OC,-5.434583,-2.078461,3.356121,2.98478777463818,0.7200105934958954,Double,OH,DHI,Unmethlyated,4 - DHI,double
2_148_double_A,COc1cc2[nH]ccc2c(C=CC2:c(S)ccc3nonc:23)c1OC,-5.330192,-2.352166,2.978026,3.1792800823304885,0.7827376549589603,Double,SH,DHI,Unmethlyated,4 - DHI,double
2_149_double_A,COc1cc2[nH]ccc2c(C=CC2:c(Br)ccc3nonc:23)c1OC,-5.229571,-2.459036,2.770536,3.0168896977151043,0.8739285122529253,Double,Br,DHI,Unmethlyated,4 - DHI,double
2_150_double_A,COc1cc2[nH]ccc2c(C=CC2:cccc3nonc:23)c1OC,-5.179791,-2.308664,2.871127,2.799941375418589,0.9250487409593704,Double,none,DHI,Unmethlyated,4 - DHI,double
2_151_double_A,COc1cc2[nH]ccc2c(C=CC2:c(C)ccc3nonc:23)c1OC,-5.142275,-2.215781,2.926494,2.9373454669458727,0.8587485904750947,Double,methyl,DHI,Unmethlyated,4 - DHI,double
2_152_double_A,COc1cc2[nH]ccc2c(C=CC2:c(C#N)ccc3nonc:23)c1OC,-5.336569,-2.839822,2.496747,3.069585797155969,0.9700223245733042,Double,cyanide,DHI,Unmethlyated,4 - DHI,double
2_153_double_A,COc1cc2[nH]ccc2c(C=CC2:cc(OC(C)=O)cc3nonc:23)c1OC,-5.451348,-2.318351,3.132997,3.021869083124201,0.6962679955125706,Double,Acetate,DHI,Unmethlyated,4 - DHI,double
2_154_double_A,COc1cc2[nH]ccc2c(C=CC2:cc(NC(C)=O)cc3nonc:23)c1OC,-5.523233,-2.22758,3.295653,2.9786223523549697,0.6857686944412973,Double,Amide,DHI,Unmethlyated,4 - DHI,double
2_155_double_A,CNc1c:C(C=Cc2c(OC)c(OC)cc3[nH]ccc23):c2nonc2c1,-5.097651,-1.966644,3.131007,3.082350104848276,0.8939314033943728,Double,Amine,DHI,Unmethlyated,4 - DHI,double
2_156_double_A,COc1c:C(C=Cc2c(OC)c(OC)cc3[nH]ccc23):c2nonc2c1,-5.245567,-2.175826,3.069741,2.92638148946366,0.9271437599798493,Double,Methoxy,DHI,Unmethlyated,4 - DHI,double
2_157_double_A,COc1cc2[nH]ccc2c(C=CC2:cc(C=O)cc3nonc:23)c1OC,-5.587609,-2.860881,2.726727,3.109772874079046,0.6957561665905483,Double,carbonyl,DHI,Unmethlyated,4 - DHI,double
2_158_double_A,COc1cc2[nH]ccc2c(C=CC2:cc(S(=O)(=O)O)cc3nonc:23)c1OC,-5.528831,-2.839964,2.688867,3.0928192291806766,0.7190851582179549,Double,Sulfonic Acid,DHI,Unmethlyated,4 - DHI,double
2_159_double_A,COc1cc2[nH]ccc2c(C=CC2:cc(C(F)(F)F)cc3nonc:23)c1OC,-5.429911,-2.666727,2.763184,3.040871614769771,0.9775970950780519,Double,Trifloro,DHI,Unmethlyated,4 - DHI,double
2_160_double_A,COc1cc2[nH]ccc2c(C=CC2:cc(F)cc3nonc:23)c1OC,-5.305227,-2.433354,2.871873,2.9840531592535644,0.9233564666177155,Double,F,DHI,Unmethlyated,4 - DHI,double
2_161_double_A,COc1cc2[nH]ccc2c(C=CC2:cc(O)cc3nonc:23)c1OC,-5.512124,-2.222077,3.290047,3.056764697715104,0.6887612901535224,Double,OH,DHI,Unmethlyated,4 - DHI,double
2_162_double_A,COc1cc2[nH]ccc2c(C=CC2:cc(S)cc3nonc:23)c1OC,-5.331051,-2.401713,2.929337,3.281185851561258,0.956044488538714,Double,SH,DHI,Unmethlyated,4 - DHI,double
2_163_double_A,COc1cc2[nH]ccc2c(C=CC2:cc(Br)cc3nonc:23)c1OC,-5.327947,-2.551048,2.776899,3.002005082330488,0.9267212234481749,Double,Br,DHI,Unmethlyated,4 - DHI,double
2_164_double_A,COc1cc2[nH]ccc2c(C=CC2:cc(C)cc3nonc:23)c1OC,-5.162073,-2.202789,2.959285,2.951457005407411,0.9105523768787545,Double,methyl,DHI,Unmethlyated,4 - DHI,double
2_165_double_A,COc1cc2[nH]ccc2c(C=CC2:cc(C#N)cc3nonc:23)c1OC,-5.548256,-2.919501,2.628755,3.092391335617508,0.9550518437042053,Double,cyanide,DHI,Unmethlyated,4 - DHI,double
2_166_double_A,COc1cc2[nH]ccc2c(C=CC2:c(OC(C)=O)ncc3nonc:23)c1OC,-5.522132,-2.733097,2.789035,3.235063506201125,0.7303009134509556,Double,Acetate,DHI,Unmethlyated,4 - DHI,double
2_167_double_A,COc1cc2[nH]ccc2c(C=CC2:c(NC(C)=O)ncc3nonc:23)c1OC,-5.384968,-2.541042,2.843926,3.162026775431894,0.4343030584114331,Double,Amide,DHI,Unmethlyated,4 - DHI,double
2_168_double_A,CNc1ncc2nonc2:C:1C=Cc1c(OC)c(OC)cc2[nH]ccc12,-5.130703,-2.196174,2.934529,3.199265181771353,0.2539398231146332,Double,Amine,DHI,Unmethlyated,4 - DHI,double
2_169_double_A,COc1cc2[nH]ccc2c(C=CC2:c(OC)ncc3nonc:23)c1OC,-4.948368,-2.628834,2.319534,3.156124258694432,0.9757381537901398,Double,Methoxy,DHI,Unmethlyated,4 - DHI,double
2_170_double_A,COc1cc2[nH]ccc2c(C=CC2:c(C=O)ncc3nonc:23)c1OC,-5.256375,-2.923253,2.333122,3.317526104848275,0.45944551754791135,Double,carbonyl,DHI,Unmethlyated,4 - DHI,double
2_171_double_A,COc1cc2[nH]ccc2c(C=CC2:c(S(=O)(=O)O)ncc3nonc:23)c1OC,-5.433015,-3.318189,2.114826,3.331558469687007,0.9001232052992357,Double,Sulfonic Acid,DHI,Unmethlyated,4 - DHI,double
2_172_double_A,COc1cc2[nH]ccc2c(C=CC2:c(C(F)(F)F)ncc3nonc:23)c1OC,-5.383876,-2.921868,2.462008,3.2487865125302378,0.8805951421748962,Double,Trifloro,DHI,Unmethlyated,4 - DHI,double
2_173_double_A,COc1cc2[nH]ccc2c(C=CC2:c(F)ncc3nonc:23)c1OC,-5.35663,-2.878554,2.478076,3.210603159253565,0.9815632267626782,Double,F,DHI,Unmethlyated,4 - DHI,double
2_174_double_A,COc1cc2[nH]ccc2c(C=CC2:c(O)ncc3nonc:23)c1OC,-4.99464,-2.680038,2.314601,3.2632646977151047,0.9784225105268411,Double,OH,DHI,Unmethlyated,4 - DHI,double
2_175_double_A,COc1cc2[nH]ccc2c(C=CC2:c(S)ncc3nonc:23)c1OC,-5.196002,-2.697594,2.498408,3.375055082330489,0.9382096611966059,Double,SH,DHI,Unmethlyated,4 - DHI,double
2_176_double_A,COc1cc2[nH]ccc2c(C=CC2:c(Br)ncc3nonc:23)c1OC,-5.326287,-2.88591,2.440376,3.2606493130997185,0.9452001287504733,Double,Br,DHI,Unmethlyated,4 - DHI,double
2_177_double_A,COc1cc2[nH]ccc2c(C=CC2:cncc3nonc:23)c1OC,-5.288895,-2.660755,2.62814,3.0992912655284792,0.9440951899368224,Double,none,DHI,Unmethlyated,4 - DHI,double
2_178_double_A,COc1cc2[nH]ccc2c(C=CC2:c(C)ncc3nonc:23)c1OC,-5.156979,-2.625418,2.53156,3.1287973900227968,0.971788908373821,Double,methyl,DHI,Unmethlyated,4 - DHI,double
2_179_double_A,COc1cc2[nH]ccc2c(C=CC2:c(C#N)ncc3nonc:23)c1OC,-5.333999,-3.012493,2.321506,3.262802412540584,0.518194839571493,Double,cyanide,DHI,Unmethlyated,4 - DHI,double
2_180_double_A,COc1cc2[nH]ccc2c(C=CC2:nc(OC(C)=O)cc3nonc:23)c1OC,-5.362009,-2.678735,2.683275,3.257139467739586,0.9855615835812652,Double,Acetate,DHI,Unmethlyated,4 - DHI,double
2_181_double_A,COc1cc2[nH]ccc2c(C=CC2:nc(NC(C)=O)cc3nonc:23)c1OC,-5.379968,-2.574335,2.805633,3.162983890816509,0.9844349859915081,Double,Amide,DHI,Unmethlyated,4 - DHI,double
2_182_double_A,CNc1cc2nonc2:C(C=Cc2c(OC)c(OC)cc3[nH]ccc23):n1,-5.180147,-2.28475,2.895398,3.218112566386738,0.9821884123158597,Double,Amine,DHI,Unmethlyated,4 - DHI,double
2_183_double_A,COc1cc2nonc2:C(C=Cc2c(OC)c(OC)cc3[nH]ccc23):n1,-5.31389,-2.567543,2.746347,3.155031335617508,0.984654628655256,Double,Methoxy,DHI,Unmethlyated,4 - DHI,double
2_184_double_A,COc1cc2[nH]ccc2c(C=CC2:nc(C=O)cc3nonc:23)c1OC,-5.46867,-2.996613,2.472057,3.3022473356175066,0.9833370778565315,Double,carbonyl,DHI,Unmethlyated,4 - DHI,double
2_185_double_A,COc1cc2[nH]ccc2c(C=CC2:nc(S(=O)(=O)O)cc3nonc:23)c1OC,-5.586405,-3.133475,2.45293,3.347020592374445,0.5963931860976491,Double,Sulfonic Acid,DHI,Unmethlyated,4 - DHI,double
2_186_double_A,COc1cc2[nH]ccc2c(C=CC2:nc(C(F)(F)F)cc3nonc:23)c1OC,-5.579912,-2.940624,2.639288,3.2404577880901204,0.9836392507529308,Double,Trifloro,DHI,Unmethlyated,4 - DHI,double
2_187_double_A,COc1cc2[nH]ccc2c(C=CC2:nc(F)cc3nonc:23)c1OC,-5.537908,-2.822674,2.715233,3.243620466945874,0.9876819211907669,Double,F,DHI,Unmethlyated,4 - DHI,double
2_188_double_A,COc1cc2[nH]ccc2c(C=CC2:nc(O)cc3nonc:23)c1OC,-5.382418,-2.607924,2.774494,3.252318543868949,0.9846012068682686,Double,OH,DHI,Unmethlyated,4 - DHI,double
2_189_double_A,COc1cc2[nH]ccc2c(C=CC2:nc(S)cc3nonc:23)c1OC,-5.402874,-2.691257,2.711618,3.402826236176643,0.9828075389199982,Double,SH,DHI,Unmethlyated,4 - DHI,double
2_190_double_A,COc1cc2[nH]ccc2c(C=CC2:nc(Br)cc3nonc:23)c1OC,-5.452052,-2.868666,2.583386,3.263505082330488,0.9856133958904836,Double,Br,DHI,Unmethlyated,4 - DHI,double
2_191_double_A,COc1cc2[nH]ccc2c(C=CC2:nccc3nonc:23)c1OC,-5.301651,-2.590409,2.711242,3.040549946847161,0.9843869993366132,Double,none,DHI,Unmethlyated,4 - DHI,double
2_192_double_A,COc1cc2[nH]ccc2c(C=CC2:nc(C)cc3nonc:23)c1OC,-5.271393,-2.535339,2.736054,3.085124313099719,0.9836028459604341,Double,methyl,DHI,Unmethlyated,4 - DHI,double
2_193_double_A,COc1cc2[nH]ccc2c(C=CC2:nc(C#N)cc3nonc:23)c1OC,-5.529493,-3.082707,2.446786,3.3009439510021217,0.9852562418107496,Double,cyanide,DHI,Unmethlyated,4 - DHI,double
2_194_double_A,COc1cc2[nH]ccc2c(C=CC2:nncc3nonc:23)c1OC,-5.40968,-2.917622,2.492058,3.2452435732207867,0.9843433810183139,Double,none,DHI,Unmethlyated,4 - DHI,double
2_195_double_A,COc1cc2[nH]ccc2c(C=CC2:occ3ncc(OC(C)=O)nc:23)c1OC,-4.827597,-2.123212,2.704385,3.31776312158574,0.9786079686587587,Double,Acetate,DHI,Unmethlyated,4 - DHI,double
2_196_double_A,COc1cc2[nH]ccc2c(C=CC2:occ3ncc(NC(C)=O)nc:23)c1OC,-4.727908,-2.053095,2.674813,3.2327044677395858,0.9718848716077992,Double,Amide,DHI,Unmethlyated,4 - DHI,double
2_197_double_A,CNc1cnc2co:C(C=Cc3c(OC)c(OC)cc4[nH]ccc34):c2n1,-4.424088,-1.728062,2.696026,3.296921181771353,0.9726800129900995,Double,Amine,DHI,Unmethlyated,4 - DHI,double
2_198_double_A,COc1cnc2co:C(C=Cc3c(OC)c(OC)cc4[nH]ccc34):c2n1,-4.677257,-1.843269,2.833988,3.2273507202328915,0.9717808847838311,Double,Methoxy,DHI,Unmethlyated,4 - DHI,double
2_199_double_A,COc1cc2[nH]ccc2c(C=CC2:occ3ncc(C=O)nc:23)c1OC,-5.079862,-2.689359,2.390503,3.3697427202328907,0.9810049866121462,Double,carbonyl,DHI,Unmethlyated,4 - DHI,double
2_200_double_A,COc1cc2[nH]ccc2c(C=CC2:occ3ncc(S(=O)(=O)O)nc:23)c1OC,-5.364177,-2.978989,2.385188,3.4650897257726925,0.9691822763728958,Double,Sulfonic Acid,DHI,Unmethlyated,4 - DHI,double
2_201_double_A,COc1cc2[nH]ccc2c(C=CC2:occ3ncc(C(F)(F)F)nc:23)c1OC,-5.025483,-2.464353,2.56113,3.312555938041436,0.9740884685275853,Double,Trifloro,DHI,Unmethlyated,4 - DHI,double
2_202_double_A,COc1cc2[nH]ccc2c(C=CC2:occ3ncc(F)nc:23)c1OC,-4.872005,-2.210032,2.661973,3.3545339284843347,0.981352953568636,Double,F,DHI,Unmethlyated,4 - DHI,double
2_203_double_A,COc1cc2[nH]ccc2c(C=CC2:occ3ncc(O)nc:23)c1OC,-4.723592,-1.958226,2.765365,3.4216762361766424,0.9715032315045258,Double,OH,DHI,Unmethlyated,4 - DHI,double
2_204_double_A,COc1cc2[nH]ccc2c(C=CC2:occ3ncc(S)nc:23)c1OC,-4.804228,-2.137963,2.666265,3.545816620792028,0.9721968873767436,Double,SH,DHI,Unmethlyated,4 - DHI,double
2_205_double_A,COc1cc2[nH]ccc2c(C=CC2:occ3ncc(Br)nc:23)c1OC,-4.958262,-2.354175,2.604087,3.339178159253565,0.9792054791531147,Double,Br,DHI,Unmethlyated,4 - DHI,double
2_206_double_A,COc1cc2[nH]ccc2c(C=CC2:occ3nccnc:23)c1OC,-4.804168,-2.120886,2.683282,3.15139236442958,0.9774962119054293,Double,none,DHI,Unmethlyated,4 - DHI,double
2_207_double_A,COc1cc2[nH]ccc2c(C=CC2:occ3ncc(C)nc:23)c1OC,-4.729666,-1.971374,2.758292,3.1930704669458727,0.9749737872250682,Double,methyl,DHI,Unmethlyated,4 - DHI,double
2_208_double_A,COc1cc2[nH]ccc2c(C=CC2:occ3ncc(C#N)nc:23)c1OC,-5.204488,-2.828269,2.376219,3.3606873356175075,0.983120816720416,Double,cyanide,DHI,Unmethlyated,4 - DHI,double
2_209_double_A,COc1cc2[nH]ccc2c(C=CC2:occ3nc(OC(C)=O)cnc:23)c1OC,-4.84362,-2.127919,2.715701,3.3290927369703542,0.9771554012301952,Double,Acetate,DHI,Unmethlyated,4 - DHI,double
2_210_double_A,COc1cc2[nH]ccc2c(C=CC2:occ3nc(NC(C)=O)cnc:23)c1OC,-4.748773,-2.038193,2.71058,3.2285038908165093,0.97984518821667,Double,Amide,DHI,Unmethlyated,4 - DHI,double
2_211_double_A,CNc1cnc2:C(C=Cc3c(OC)c(OC)cc4[nH]ccc34):occ2n1,-4.553095,-1.761047,2.792048,3.2924405663867384,0.9777324628824354,Double,Amine,DHI,Unmethlyated,4 - DHI,double
2_212_double_A,COc1cnc2:C(C=Cc3c(OC)c(OC)cc4[nH]ccc34):occ2n1,-4.730042,-1.876916,2.853126,3.2394356433098146,0.9785857049794706,Double,Methoxy,DHI,Unmethlyated,4 - DHI,double
2_213_double_A,COc1cc2[nH]ccc2c(C=CC2:occ3nc(C=O)cnc:23)c1OC,-5.004623,-2.664177,2.340446,3.367939027925198,0.9797257855376403,Double,carbonyl,DHI,Unmethlyated,4 - DHI,double
2_214_double_A,COc1cc2[nH]ccc2c(C=CC2:occ3nc(S(=O)(=O)O)cnc:23)c1OC,-5.312725,-2.963411,2.349315,3.444264409316996,0.9807163708585894,Double,Sulfonic Acid,DHI,Unmethlyated,4 - DHI,double
2_215_double_A,COc1cc2[nH]ccc2c(C=CC2:occ3nc(C(F)(F)F)cnc:23)c1OC,-5.076425,-2.515294,2.561131,3.3260936206120304,0.9801335474901262,Double,Trifloro,DHI,Unmethlyated,4 - DHI,double
2_216_double_A,COc1cc2[nH]ccc2c(C=CC2:occ3nc(F)cnc:23)c1OC,-4.929607,-2.232173,2.697435,3.36584931309972,0.9784762643949848,Double,F,DHI,Unmethlyated,4 - DHI,double
2_217_double_A,COc1cc2[nH]ccc2c(C=CC2:occ3nc(O)cnc:23)c1OC,-4.781458,-1.98294,2.798517,3.4161935438689506,0.9773041771126897,Double,OH,DHI,Unmethlyated,4 - DHI,double
2_218_double_A,COc1cc2[nH]ccc2c(C=CC2:occ3nc(S)cnc:23)c1OC,-4.850234,-2.138009,2.712225,3.557132005407412,0.9766406223928107,Double,SH,DHI,Unmethlyated,4 - DHI,double
2_219_double_A,COc1cc2[nH]ccc2c(C=CC2:occ3nc(Br)cnc:23)c1OC,-4.994363,-2.36497,2.629393,3.356283928484334,0.976120831141237,Double,Br,DHI,Unmethlyated,4 - DHI,double
2_220_double_A,COc1cc2[nH]ccc2c(C=CC2:occ3nc(C)cnc:23)c1OC,-4.745156,-1.976053,2.769102,3.2005512361766426,0.9766963583289995,Double,methyl,DHI,Unmethlyated,4 - DHI,double
2_221_double_A,COc1cc2[nH]ccc2c(C=CC2:occ3nc(C#N)cnc:23)c1OC,-5.117949,-2.771398,2.346551,3.3715501048482768,0.9785244334530183,Double,cyanide,DHI,Unmethlyated,4 - DHI,double
2_222_double_A,COc1cc2[nH]ccc2c(C=CC2:scc3sc(=S)sc:23)c1OC,-5.142583,-2.058232,3.084352,3.438163238772626,0.9545499466665303,Double,none,DHI,Unmethlyated,4 - DHI,double
2_227_double_A,COc1cc2[nH]ccc2c(C=CC2:cc(C=O)cc3c:2SCS3)c1OC,-5.111914,-1.61944,3.492474,3.439401797155968,0.8890423321831578,Double,carbonyl,DHI,Unmethlyated,4 - DHI,double
2_241_double_A,COc1cc2[nH]ccc2c(C=CC2:c(C=O)ccc3c:2SCS3)c1OC,-5.216638,-1.724281,3.492357,3.43193225869443,0.6734002638459239,Double,carbonyl,DHI,Unmethlyated,4 - DHI,double
